Date,Product_ID,Category,Price,Discount,On_Promotion,Weekend,Month,DayOfWeek,Current_Stock,Sales_Quantity,Revenue,Supplier_Lead_Time,Stockout_Risk,Yesterday_Sales,Avg_Sales_7Days
2025-04-21,SKU_0001,Beauty,57.54,0,0,0,4,0,105,99,5696.46,3,1,187,117.14
2025-04-22,SKU_0001,Beauty,57.54,0,0,0,4,1,140,105,6041.7,3,0,99,117.57
2025-04-23,SKU_0001,Beauty,57.54,0,0,0,4,2,90,100,5754.0,3,1,105,118.0
2025-04-24,SKU_0001,Beauty,57.54,0,0,0,4,3,115,98,5638.92,3,1,100,118.14
2025-04-25,SKU_0001,Beauty,57.54,0,0,0,4,4,118,103,5926.62,3,1,98,118.29
2025-04-26,SKU_0001,Beauty,57.54,0,0,1,4,5,129,137,7882.98,3,1,103,118.43
2025-04-27,SKU_0001,Beauty,57.54,0,0,1,4,6,165,132,7595.28,3,0,137,110.57
2025-04-28,SKU_0001,Beauty,57.54,0,0,0,4,0,113,107,6156.78,3,1,132,111.71
2025-04-29,SKU_0001,Beauty,57.54,0,0,0,4,1,107,103,5926.62,3,1,107,111.43
2025-04-30,SKU_0001,Beauty,57.54,0,0,0,4,2,98,98,5638.92,3,1,103,111.14
2025-05-01,SKU_0001,Beauty,57.54,0,0,0,5,3,125,102,5869.08,3,0,98,111.71
2025-05-02,SKU_0001,Beauty,57.54,0,0,0,5,4,105,98,5638.92,3,1,102,111.0
2025-05-03,SKU_0001,Beauty,57.54,0,0,1,5,5,165,142,8170.68,3,1,98,111.71
2025-05-04,SKU_0001,Beauty,57.54,0,0,1,5,6,159,137,7882.98,3,1,142,112.43
2025-05-05,SKU_0001,Beauty,57.54,0,0,0,5,0,134,103,5926.62,3,0,137,111.86
2025-05-06,SKU_0001,Beauty,57.54,25,1,0,5,1,150,151,6516.4,3,1,103,118.71
2025-05-07,SKU_0001,Beauty,57.54,10,1,0,5,2,157,148,7664.33,3,1,151,125.86
2025-05-08,SKU_0001,Beauty,57.54,0,0,0,5,3,93,98,5638.92,3,1,148,125.29
2025-05-09,SKU_0001,Beauty,57.54,0,0,0,5,4,139,107,6156.78,3,0,98,126.57
2025-05-10,SKU_0001,Beauty,57.54,0,0,1,5,5,170,134,7710.36,3,0,107,125.43
2025-05-11,SKU_0001,Beauty,57.54,0,0,1,5,6,143,138,7940.52,3,1,134,125.57
2025-05-12,SKU_0001,Beauty,57.54,0,0,0,5,0,107,102,5869.08,3,1,138,125.43
2025-05-13,SKU_0001,Beauty,57.54,0,0,0,5,1,97,104,5984.16,3,1,102,118.71
2025-05-14,SKU_0001,Beauty,57.54,0,0,0,5,2,120,99,5696.46,3,0,104,111.71
2025-05-15,SKU_0001,Beauty,57.54,0,0,0,5,3,106,98,5638.92,3,1,99,111.71
2025-05-16,SKU_0001,Beauty,57.54,0,0,0,5,4,115,98,5638.92,3,1,98,110.43
2025-05-17,SKU_0001,Beauty,57.54,0,0,1,5,5,147,137,7882.98,3,1,98,110.86
2025-05-18,SKU_0001,Beauty,57.54,0,0,1,5,6,166,136,7825.44,3,0,137,110.57
2025-05-19,SKU_0001,Beauty,57.54,0,0,0,5,0,136,98,5638.92,3,0,136,110.0
2025-05-20,SKU_0001,Beauty,57.54,0,0,0,5,1,105,107,6156.78,3,1,98,110.43
2025-05-21,SKU_0001,Beauty,57.54,0,0,0,5,2,116,105,6041.7,3,1,107,111.29
2025-05-22,SKU_0001,Beauty,57.54,0,0,0,5,3,144,107,6156.78,3,0,105,112.57
2025-05-23,SKU_0001,Beauty,57.54,0,0,0,5,4,131,106,6099.24,3,0,107,113.71
2025-05-24,SKU_0001,Beauty,57.54,0,0,1,5,5,156,132,7595.28,3,1,106,113.0
2025-05-25,SKU_0001,Beauty,57.54,0,0,1,5,6,150,139,7998.06,3,1,132,113.43
2025-05-26,SKU_0001,Beauty,57.54,0,0,0,5,0,106,103,5926.62,3,1,139,114.14
2025-05-27,SKU_0001,Beauty,57.54,0,0,0,5,1,109,106,6099.24,3,1,103,114.0
2025-05-28,SKU_0001,Beauty,57.54,0,0,0,5,2,95,99,5696.46,3,1,106,113.14
2025-05-29,SKU_0001,Beauty,57.54,0,0,0,5,3,138,103,5926.62,3,0,99,112.57
2025-05-30,SKU_0001,Beauty,57.54,0,0,0,5,4,125,98,5638.92,3,0,103,111.43
2025-01-01,SKU_0002,Sports,81.7,0,0,0,1,2,124,98,8006.6,2,0,0,98.0
2025-01-02,SKU_0002,Sports,81.7,0,0,0,1,3,102,96,7843.2,2,1,98,97.0
2025-01-03,SKU_0002,Sports,81.7,0,0,0,1,4,132,99,8088.3,2,0,96,97.67
2025-01-04,SKU_0002,Sports,81.7,0,0,1,1,5,140,126,10294.2,2,1,99,104.75
2025-01-05,SKU_0002,Sports,81.7,0,0,1,1,6,155,125,10212.5,2,0,126,108.8
2025-01-06,SKU_0002,Sports,81.7,0,0,0,1,0,129,93,7598.1,2,0,125,106.17
2025-01-07,SKU_0002,Sports,81.7,0,0,0,1,1,126,97,7924.9,2,0,93,104.86
2025-01-08,SKU_0002,Sports,81.7,0,0,0,1,2,123,92,7516.4,2,0,97,104.0
2025-01-09,SKU_0002,Sports,81.7,0,0,0,1,3,110,95,7761.5,2,1,92,103.86
2025-01-10,SKU_0002,Sports,81.7,0,0,0,1,4,134,100,8170.0,2,0,95,104.0
2025-01-11,SKU_0002,Sports,81.7,0,0,1,1,5,153,131,10702.7,2,1,100,104.71
2025-01-12,SKU_0002,Sports,81.7,0,0,1,1,6,122,127,10375.9,2,1,131,105.0
2025-01-13,SKU_0002,Sports,81.7,0,0,0,1,0,112,93,7598.1,2,0,127,105.0
2025-01-14,SKU_0002,Sports,81.7,0,0,0,1,1,95,97,7924.9,2,1,93,105.0
2025-01-15,SKU_0002,Sports,81.7,0,0,0,1,2,112,92,7516.4,2,0,97,105.0
2025-01-16,SKU_0002,Sports,81.7,0,0,0,1,3,106,93,7598.1,2,1,92,104.71
2025-01-17,SKU_0002,Sports,81.7,0,0,0,1,4,100,91,7434.7,2,1,93,103.43
2025-01-18,SKU_0002,Sports,81.7,20,1,1,1,5,213,175,11438.0,2,0,91,109.71
2025-01-19,SKU_0002,Sports,81.7,0,0,1,1,6,119,128,10457.6,2,1,175,109.86
2025-01-20,SKU_0002,Sports,81.7,0,0,0,1,0,112,97,7924.9,2,1,128,110.43
2025-01-21,SKU_0002,Sports,81.7,0,0,0,1,1,89,94,7679.8,2,1,97,110.0
2025-01-22,SKU_0002,Sports,81.7,20,1,0,1,2,148,139,9085.04,2,1,94,116.71
2025-01-23,SKU_0002,Sports,81.7,0,0,0,1,3,91,90,7353.0,2,1,139,116.29
2025-01-24,SKU_0002,Sports,81.7,0,0,0,1,4,102,99,8088.3,2,1,90,117.43
2025-01-25,SKU_0002,Sports,81.7,0,0,1,1,5,127,127,10375.9,2,1,99,110.57
2025-01-26,SKU_0002,Sports,81.7,25,1,1,1,6,172,180,11029.5,2,1,127,118.0
2025-01-27,SKU_0002,Sports,81.7,0,0,0,1,0,90,91,7434.7,2,1,180,117.14
2025-01-28,SKU_0002,Sports,81.7,0,0,0,1,1,132,99,8088.3,2,0,91,117.86
2025-01-29,SKU_0002,Sports,81.7,0,0,0,1,2,88,97,7924.9,2,1,99,111.86
2025-01-30,SKU_0002,Sports,81.7,0,0,0,1,3,92,94,7679.8,2,1,97,112.43
2025-01-31,SKU_0002,Sports,81.7,0,0,0,1,4,104,100,8170.0,2,1,94,112.57
2025-02-01,SKU_0002,Sports,81.7,0,0,1,2,5,153,129,10539.3,2,1,100,112.86
2025-02-02,SKU_0002,Sports,81.7,0,0,1,2,6,117,123,10049.1,2,1,129,104.71
2025-02-03,SKU_0002,Sports,81.7,0,0,0,2,0,94,91,7434.7,2,1,123,104.71
2025-02-04,SKU_0002,Sports,81.7,15,1,0,2,1,168,145,10069.53,2,1,91,111.29
2025-02-05,SKU_0002,Sports,81.7,0,0,0,2,2,82,92,7516.4,2,1,145,110.57
2025-02-06,SKU_0002,Sports,81.7,0,0,0,2,3,113,95,7761.5,2,1,92,110.71
2025-02-07,SKU_0002,Sports,81.7,0,0,0,2,4,124,98,8006.6,2,0,95,110.43
2025-02-08,SKU_0002,Sports,81.7,0,0,1,2,5,135,125,10212.5,2,1,98,109.86
2025-02-09,SKU_0002,Sports,81.7,0,0,1,2,6,128,125,10212.5,2,1,125,110.14
2025-02-10,SKU_0002,Sports,81.7,0,0,0,2,0,107,93,7598.1,2,1,125,110.43
2025-02-11,SKU_0002,Sports,81.7,5,1,0,2,1,167,138,10710.87,2,0,93,109.43
2025-02-12,SKU_0002,Sports,81.7,0,0,0,2,2,100,97,7924.9,2,1,138,110.14
2025-02-13,SKU_0002,Sports,81.7,25,1,0,2,3,164,142,8701.05,2,1,97,116.86
2025-02-14,SKU_0002,Sports,81.7,0,0,0,2,4,104,90,7353.0,2,1,142,115.71
2025-02-15,SKU_0002,Sports,81.7,0,0,1,2,5,120,129,10539.3,2,1,90,116.29
2025-02-16,SKU_0002,Sports,81.7,0,0,1,2,6,159,130,10621.0,2,0,129,117.0
2025-02-17,SKU_0002,Sports,81.7,0,0,0,2,0,87,92,7516.4,2,1,130,116.86
2025-02-18,SKU_0002,Sports,81.7,15,1,0,2,1,175,144,10000.08,2,0,92,117.71
2025-02-19,SKU_0002,Sports,81.7,0,0,0,2,2,109,90,7353.0,2,0,144,116.71
2025-02-20,SKU_0002,Sports,81.7,20,1,0,2,3,164,142,9281.12,2,1,90,116.71
2025-02-21,SKU_0002,Sports,81.7,0,0,0,2,4,122,100,8170.0,2,0,142,118.14
2025-02-22,SKU_0002,Sports,81.7,0,0,1,2,5,119,128,10457.6,2,1,100,118.0
2025-02-23,SKU_0002,Sports,81.7,0,0,1,2,6,132,133,10866.1,2,1,128,118.43
2025-02-24,SKU_0002,Sports,81.7,0,0,0,2,0,97,95,7761.5,2,1,133,118.86
2025-02-25,SKU_0002,Sports,81.7,0,0,0,2,1,127,93,7598.1,2,0,95,111.57
2025-02-26,SKU_0002,Sports,81.7,0,0,0,2,2,101,97,7924.9,2,1,93,112.57
2025-02-27,SKU_0002,Sports,81.7,0,0,0,2,3,112,94,7679.8,2,1,97,105.71
2025-02-28,SKU_0002,Sports,81.7,0,0,0,2,4,107,91,7434.7,2,1,94,104.43
2025-03-01,SKU_0002,Sports,81.7,0,0,1,3,5,150,125,10212.5,2,0,91,104.0
2025-03-02,SKU_0002,Sports,81.7,0,0,1,3,6,149,133,10866.1,2,1,125,104.0
2025-03-03,SKU_0002,Sports,81.7,0,0,0,3,0,99,100,8170.0,2,1,133,104.71
2025-03-04,SKU_0002,Sports,81.7,0,0,0,3,1,92,95,7761.5,2,1,100,105.0
2025-03-05,SKU_0002,Sports,81.7,0,0,0,3,2,134,99,8088.3,2,0,95,105.29
2025-03-06,SKU_0002,Sports,81.7,0,0,0,3,3,101,99,8088.3,2,1,99,106.0
2025-03-07,SKU_0002,Sports,81.7,0,0,0,3,4,105,91,7434.7,2,1,99,106.0
2025-03-08,SKU_0002,Sports,81.7,0,0,1,3,5,162,130,10621.0,2,0,91,106.71
2025-03-09,SKU_0002,Sports,81.7,20,1,1,3,6,167,173,11307.28,2,1,130,112.43
2025-03-10,SKU_0002,Sports,81.7,10,1,0,3,0,154,137,10073.61,2,1,173,117.71
2025-03-11,SKU_0002,Sports,81.7,0,0,0,3,1,116,98,8006.6,2,1,137,118.14
2025-03-12,SKU_0002,Sports,81.7,0,0,0,3,2,109,98,8006.6,2,1,98,118.0
2025-03-13,SKU_0002,Sports,81.7,5,1,0,3,3,151,141,10943.72,2,1,98,124.0
2025-03-14,SKU_0002,Sports,81.7,0,0,0,3,4,105,93,7598.1,2,1,141,124.29
2025-03-15,SKU_0002,Sports,81.7,15,1,1,3,5,181,177,12291.77,2,1,93,131.0
2025-03-16,SKU_0002,Sports,81.7,0,0,1,3,6,129,131,10702.7,2,1,177,125.0
2025-03-17,SKU_0002,Sports,81.7,0,0,0,3,0,113,98,8006.6,2,1,131,119.43
2025-03-18,SKU_0002,Sports,81.7,0,0,0,3,1,107,93,7598.1,2,1,98,118.71
2025-03-19,SKU_0002,Sports,81.7,10,1,0,3,2,150,143,10514.79,2,1,93,125.14
2025-03-20,SKU_0002,Sports,81.7,0,0,0,3,3,106,100,8170.0,2,1,143,119.29
2025-03-21,SKU_0002,Sports,81.7,0,0,0,3,4,133,100,8170.0,2,0,100,120.29
2025-03-22,SKU_0002,Sports,81.7,5,1,1,3,5,171,176,13660.24,2,1,100,120.14
2025-03-23,SKU_0002,Sports,81.7,0,0,1,3,6,161,123,10049.1,2,0,176,119.0
2025-03-24,SKU_0002,Sports,81.7,0,0,0,3,0,111,100,8170.0,2,1,123,119.29
2025-03-25,SKU_0002,Sports,81.7,0,0,0,3,1,101,91,7434.7,2,1,100,119.0
2025-03-26,SKU_0002,Sports,81.7,0,0,0,3,2,99,90,7353.0,2,1,91,111.43
2025-03-27,SKU_0002,Sports,81.7,0,0,0,3,3,104,93,7598.1,2,1,90,110.43
2025-03-28,SKU_0002,Sports,81.7,0,0,0,3,4,135,97,7924.9,2,0,93,110.0
2025-03-29,SKU_0002,Sports,81.7,0,0,1,3,5,137,129,10539.3,2,1,97,103.29
2025-03-30,SKU_0002,Sports,81.7,0,0,1,3,6,157,123,10049.1,2,0,129,103.29
2025-03-31,SKU_0002,Sports,81.7,0,0,0,3,0,105,97,7924.9,2,1,123,102.86
2025-04-01,SKU_0002,Sports,81.7,0,0,0,4,1,128,92,7516.4,2,0,97,103.0
2025-04-02,SKU_0002,Sports,81.7,0,0,0,4,2,112,95,7761.5,2,1,92,103.71
2025-04-03,SKU_0002,Sports,81.7,0,0,0,4,3,88,95,7761.5,2,1,95,104.0
2025-04-04,SKU_0002,Sports,81.7,0,0,0,4,4,124,96,7843.2,2,0,95,103.86
2025-04-05,SKU_0002,Sports,81.7,0,0,1,4,5,131,132,10784.4,2,1,96,104.29
2025-04-06,SKU_0002,Sports,81.7,10,1,1,4,6,182,170,12500.1,2,1,132,111.0
2025-04-07,SKU_0002,Sports,81.7,10,1,0,4,0,161,143,10514.79,2,1,170,117.57
2025-04-08,SKU_0002,Sports,81.7,0,0,0,4,1,90,98,8006.6,2,1,143,118.43
2025-04-09,SKU_0002,Sports,81.7,0,0,0,4,2,97,100,8170.0,2,1,98,119.14
2025-04-10,SKU_0002,Sports,81.7,0,0,0,4,3,86,94,7679.8,2,1,100,119.0
2025-04-11,SKU_0002,Sports,81.7,20,1,0,4,4,167,144,9411.84,2,1,94,125.86
2025-04-12,SKU_0002,Sports,81.7,0,0,1,4,5,133,130,10621.0,2,1,144,125.57
2025-04-13,SKU_0002,Sports,81.7,0,0,1,4,6,138,133,10866.1,2,1,130,120.29
2025-04-14,SKU_0002,Sports,81.7,0,0,0,4,0,104,94,7679.8,2,1,133,113.29
2025-04-15,SKU_0002,Sports,81.7,0,0,0,4,1,133,96,7843.2,2,0,94,113.0
2025-04-16,SKU_0002,Sports,81.7,0,0,0,4,2,95,99,8088.3,2,1,96,112.86
2025-04-17,SKU_0002,Sports,81.7,0,0,0,4,3,102,94,7679.8,2,1,99,112.86
2025-04-18,SKU_0002,Sports,81.7,0,0,0,4,4,117,92,7516.4,2,0,94,105.43
2025-04-19,SKU_0002,Sports,81.7,0,0,1,4,5,115,124,10130.8,2,1,92,104.57
2025-04-20,SKU_0002,Sports,81.7,25,1,1,4,6,173,173,10600.58,2,1,124,110.29
2025-04-21,SKU_0002,Sports,81.7,0,0,0,4,0,83,91,7434.7,2,1,173,109.86
2025-04-22,SKU_0002,Sports,81.7,0,0,0,4,1,87,93,7598.1,2,1,91,109.43
2025-04-23,SKU_0002,Sports,81.7,0,0,0,4,2,121,98,8006.6,2,0,93,109.29
2025-04-24,SKU_0002,Sports,81.7,15,1,0,4,3,151,140,9722.3,2,1,98,115.86
2025-04-25,SKU_0002,Sports,81.7,0,0,0,4,4,89,90,7353.0,2,1,140,115.57
2025-04-26,SKU_0002,Sports,81.7,0,0,1,4,5,168,133,10866.1,2,0,90,116.86
2025-04-27,SKU_0002,Sports,81.7,0,0,1,4,6,162,123,10049.1,2,0,133,109.71
